source,n_elements,doping_concentration,name,termination,space_group,doping_level,volume_fraction,weight_percent,lattice_c,temperature,reinforcement,matrix,layers,material_id,molecular_weight,deposition_method,type,lattice_b,pdi,formula,composition,lattice_a,thickness_nm,dopant,substrate
Systematic_Generation,,,Nb3P4,,P63/mmc,,,,6.562,,,,,BIN_001055,,,Binary_Pnictide,6.136,,Nb3P4,Nb:P = 3:4,6.403,,,
Systematic_Generation,,,NbAs,,P63/mmc,,,,11.391,,,,,BIN_001056,,,Binary_Pnictide,6.031,,NbAs,Nb:As = 1:1,4.709,,,
Systematic_Generation,,,Nb3As,,P63/mmc,,,,9.931,,,,,BIN_001057,,,Binary_Pnictide,6.086,,Nb3As,Nb:As = 3:1,6.394,,,
Systematic_Generation,,,NbAs2,,P63/mmc,,,,4.458,,,,,BIN_001058,,,Binary_Pnictide,3.283,,NbAs2,Nb:As = 1:2,5.92,,,
Systematic_Generation,,,Nb3As4,,P63/mmc,,,,5.006,,,,,BIN_001059,,,Binary_Pnictide,5.191,,Nb3As4,Nb:As = 3:4,6.919,,,
Systematic_Generation,,,MoN,,Pm-3m,,,,7.661,,,,,BIN_001060,,,Binary_Pnictide,4.715,,MoN,Mo:N = 1:1,5.18,,,
Systematic_Generation,,,Mo3N,,Fm-3m,,,,5.659,,,,,BIN_001061,,,Binary_Pnictide,5.054,,Mo3N,Mo:N = 3:1,3.069,,,
Systematic_Generation,,,MoN2,,Pm-3m,,,,6.798,,,,,BIN_001062,,,Binary_Pnictide,6.081,,MoN2,Mo:N = 1:2,6.614,,,
Systematic_Generation,,,Mo3N4,,Pm-3m,,,,8.237,,,,,BIN_001063,,,Binary_Pnictide,5.644,,Mo3N4,Mo:N = 3:4,6.756,,,
Systematic_Generation,,,MoP,,Pm-3m,,,,11.8,,,,,BIN_001064,,,Binary_Pnictide,5.204,,MoP,Mo:P = 1:1,6.178,,,
Systematic_Generation,,,Mo3P,,P63/mmc,,,,6.9,,,,,BIN_001065,,,Binary_Pnictide,4.043,,Mo3P,Mo:P = 3:1,3.602,,,
Systematic_Generation,,,MoP2,,Pm-3m,,,,8.846,,,,,BIN_001066,,,Binary_Pnictide,5.719,,MoP2,Mo:P = 1:2,5.012,,,
Systematic_Generation,,,Mo3P4,,Pm-3m,,,,4.554,,,,,BIN_001067,,,Binary_Pnictide,3.718,,Mo3P4,Mo:P = 3:4,3.45,,,
Systematic_Generation,,,MoAs,,Fm-3m,,,,10.968,,,,,BIN_001068,,,Binary_Pnictide,6.448,,MoAs,Mo:As = 1:1,4.406,,,
Systematic_Generation,,,Mo3As,,Pm-3m,,,,7.984,,,,,BIN_001069,,,Binary_Pnictide,3.077,,Mo3As,Mo:As = 3:1,3.372,,,
Systematic_Generation,,,MoAs2,,P63/mmc,,,,6.417,,,,,BIN_001070,,,Binary_Pnictide,4.896,,MoAs2,Mo:As = 1:2,4.165,,,
Systematic_Generation,,,Mo3As4,,Fm-3m,,,,5.361,,,,,BIN_001071,,,Binary_Pnictide,6.38,,Mo3As4,Mo:As = 3:4,5.461,,,
Systematic_Generation,,,TcN,,Pm-3m,,,,5.381,,,,,BIN_001072,,,Binary_Pnictide,4.913,,TcN,Tc:N = 1:1,6.499,,,
Systematic_Generation,,,Tc3N,,Fm-3m,,,,8.241,,,,,BIN_001073,,,Binary_Pnictide,5.887,,Tc3N,Tc:N = 3:1,6.553,,,
Systematic_Generation,,,TcN2,,Fm-3m,,,,9.096,,,,,BIN_001074,,,Binary_Pnictide,4.744,,TcN2,Tc:N = 1:2,3.398,,,
Systematic_Generation,,,Tc3N4,,P63/mmc,,,,9.152,,,,,BIN_001075,,,Binary_Pnictide,5.267,,Tc3N4,Tc:N = 3:4,4.518,,,
Systematic_Generation,,,TcP,,Fm-3m,,,,6.659,,,,,BIN_001076,,,Binary_Pnictide,3.402,,TcP,Tc:P = 1:1,6.243,,,
Systematic_Generation,,,Tc3P,,P63/mmc,,,,10.53,,,,,BIN_001077,,,Binary_Pnictide,3.192,,Tc3P,Tc:P = 3:1,4.066,,,
Systematic_Generation,,,TcP2,,Pm-3m,,,,6.32,,,,,BIN_001078,,,Binary_Pnictide,4.09,,TcP2,Tc:P = 1:2,6.78,,,
Systematic_Generation,,,Tc3P4,,Fm-3m,,,,8.347,,,,,BIN_001079,,,Binary_Pnictide,5.317,,Tc3P4,Tc:P = 3:4,6.232,,,
Systematic_Generation,,,TcAs,,Fm-3m,,,,10.217,,,,,BIN_001080,,,Binary_Pnictide,3.838,,TcAs,Tc:As = 1:1,3.472,,,
Systematic_Generation,,,Tc3As,,Pm-3m,,,,7.783,,,,,BIN_001081,,,Binary_Pnictide,3.998,,Tc3As,Tc:As = 3:1,4.663,,,
Systematic_Generation,,,TcAs2,,Pm-3m,,,,6.685,,,,,BIN_001082,,,Binary_Pnictide,6.334,,TcAs2,Tc:As = 1:2,4.078,,,
Systematic_Generation,,,Tc3As4,,Fm-3m,,,,7.151,,,,,BIN_001083,,,Binary_Pnictide,4.603,,Tc3As4,Tc:As = 3:4,5.985,,,
Systematic_Generation,,,LiTiO3,,P4mm,,,,3.924,,,,,PERO_001084,,,Perovskite,3.71,,LiTiO3,"Li:1, Ti:1, O:3",4.196,,,
Systematic_Generation,,,LiZrO3,,R3c,,,,4.409,,,,,PERO_001085,,,Perovskite,4.091,,LiZrO3,"Li:1, Zr:1, O:3",3.737,,,
Systematic_Generation,,,LiHfO3,,Pm-3m,,,,4.205,,,,,PERO_001086,,,Perovskite,4.146,,LiHfO3,"Li:1, Hf:1, O:3",4.09,,,
Systematic_Generation,,,LiVO3,,R3c,,,,4.459,,,,,PERO_001087,,,Perovskite,3.894,,LiVO3,"Li:1, V:1, O:3",4.187,,,
Systematic_Generation,,,LiNbO3,,Pnma,,,,4.11,,,,,PERO_001088,,,Perovskite,3.792,,LiNbO3,"Li:1, Nb:1, O:3",3.885,,,
Systematic_Generation,,,LiTaO3,,Pm-3m,,,,4.373,,,,,PERO_001089,,,Perovskite,4.021,,LiTaO3,"Li:1, Ta:1, O:3",3.913,,,
Systematic_Generation,,,LiCrO3,,Pm-3m,,,,3.911,,,,,PERO_001090,,,Perovskite,3.905,,LiCrO3,"Li:1, Cr:1, O:3",3.701,,,
Systematic_Generation,,,LiMoO3,,P4mm,,,,4.251,,,,,PERO_001091,,,Perovskite,3.917,,LiMoO3,"Li:1, Mo:1, O:3",3.77,,,
Systematic_Generation,,,LiWO3,,Pm-3m,,,,4.329,,,,,PERO_001092,,,Perovskite,3.906,,LiWO3,"Li:1, W:1, O:3",3.838,,,
Systematic_Generation,,,LiMnO3,,P4mm,,,,4.423,,,,,PERO_001093,,,Perovskite,3.988,,LiMnO3,"Li:1, Mn:1, O:3",3.957,,,
Systematic_Generation,,,LiFeO3,,Pm-3m,,,,4.485,,,,,PERO_001094,,,Perovskite,3.96,,LiFeO3,"Li:1, Fe:1, O:3",3.711,,,
Systematic_Generation,,,LiCoO3,,Pnma,,,,4.254,,,,,PERO_001095,,,Perovskite,3.701,,LiCoO3,"Li:1, Co:1, O:3",4.12,,,
Systematic_Generation,,,LiNiO3,,P4mm,,,,4.168,,,,,PERO_001096,,,Perovskite,4.127,,LiNiO3,"Li:1, Ni:1, O:3",4.117,,,
Systematic_Generation,,,LiCuO3,,R3c,,,,3.705,,,,,PERO_001097,,,Perovskite,3.841,,LiCuO3,"Li:1, Cu:1, O:3",4.036,,,
Systematic_Generation,,,LiZnO3,,R-3c,,,,4.403,,,,,PERO_001098,,,Perovskite,4.182,,LiZnO3,"Li:1, Zn:1, O:3",3.737,,,
Systematic_Generation,,,LiAlO3,,R-3c,,,,4.161,,,,,PERO_001099,,,Perovskite,3.997,,LiAlO3,"Li:1, Al:1, O:3",3.872,,,
Systematic_Generation,,,LiGaO3,,Pm-3m,,,,4.146,,,,,PERO_001100,,,Perovskite,3.852,,LiGaO3,"Li:1, Ga:1, O:3",3.911,,,
Systematic_Generation,,,LiInO3,,Pnma,,,,4.408,,,,,PERO_001101,,,Perovskite,4.101,,LiInO3,"Li:1, In:1, O:3",3.837,,,
Systematic_Generation,,,LiSnO3,,P4mm,,,,4.374,,,,,PERO_001102,,,Perovskite,3.766,,LiSnO3,"Li:1, Sn:1, O:3",3.962,,,
Systematic_Generation,,,NaTiO3,,Pnma,,,,3.917,,,,,PERO_001103,,,Perovskite,3.961,,NaTiO3,"Na:1, Ti:1, O:3",3.766,,,
Systematic_Generation,,,NaZrO3,,Pnma,,,,3.864,,,,,PERO_001104,,,Perovskite,3.737,,NaZrO3,"Na:1, Zr:1, O:3",4.188,,,
Systematic_Generation,,,NaHfO3,,Pnma,,,,4.397,,,,,PERO_001105,,,Perovskite,3.734,,NaHfO3,"Na:1, Hf:1, O:3",4.016,,,
Systematic_Generation,,,NaVO3,,R3c,,,,4.353,,,,,PERO_001106,,,Perovskite,4.141,,NaVO3,"Na:1, V:1, O:3",4.084,,,
Systematic_Generation,,,NaNbO3,,P4mm,,,,3.853,,,,,PERO_001107,,,Perovskite,3.711,,NaNbO3,"Na:1, Nb:1, O:3",3.908,,,
Systematic_Generation,,,NaTaO3,,P4mm,,,,4.145,,,,,PERO_001108,,,Perovskite,4.136,,NaTaO3,"Na:1, Ta:1, O:3",4.142,,,
Systematic_Generation,,,NaCrO3,,R3c,,,,4.4,,,,,PERO_001109,,,Perovskite,4.188,,NaCrO3,"Na:1, Cr:1, O:3",4.018,,,
Systematic_Generation,,,NaMoO3,,R-3c,,,,3.842,,,,,PERO_001110,,,Perovskite,3.836,,NaMoO3,"Na:1, Mo:1, O:3",3.815,,,
Systematic_Generation,,,NaWO3,,Pnma,,,,4.43,,,,,PERO_001111,,,Perovskite,4.098,,NaWO3,"Na:1, W:1, O:3",4.079,,,
Systematic_Generation,,,NaMnO3,,Pm-3m,,,,3.933,,,,,PERO_001112,,,Perovskite,4.083,,NaMnO3,"Na:1, Mn:1, O:3",4.133,,,
Systematic_Generation,,,NaFeO3,,Pm-3m,,,,4.144,,,,,PERO_001113,,,Perovskite,3.837,,NaFeO3,"Na:1, Fe:1, O:3",4.119,,,
Systematic_Generation,,,NaCoO3,,P4mm,,,,4.209,,,,,PERO_001114,,,Perovskite,4.052,,NaCoO3,"Na:1, Co:1, O:3",3.944,,,
Systematic_Generation,,,NaNiO3,,Pm-3m,,,,3.763,,,,,PERO_001115,,,Perovskite,3.998,,NaNiO3,"Na:1, Ni:1, O:3",3.943,,,
Systematic_Generation,,,NaCuO3,,Pm-3m,,,,3.811,,,,,PERO_001116,,,Perovskite,3.994,,NaCuO3,"Na:1, Cu:1, O:3",3.838,,,
Systematic_Generation,,,NaZnO3,,Pnma,,,,3.915,,,,,PERO_001117,,,Perovskite,4.188,,NaZnO3,"Na:1, Zn:1, O:3",4.184,,,
Systematic_Generation,,,NaAlO3,,Pm-3m,,,,4.425,,,,,PERO_001118,,,Perovskite,4.125,,NaAlO3,"Na:1, Al:1, O:3",4.075,,,
Systematic_Generation,,,NaGaO3,,P4mm,,,,4.327,,,,,PERO_001119,,,Perovskite,3.722,,NaGaO3,"Na:1, Ga:1, O:3",3.794,,,
Systematic_Generation,,,NaInO3,,P4mm,,,,4.045,,,,,PERO_001120,,,Perovskite,3.845,,NaInO3,"Na:1, In:1, O:3",3.844,,,
Systematic_Generation,,,NaSnO3,,R-3c,,,,4.127,,,,,PERO_001121,,,Perovskite,4.096,,NaSnO3,"Na:1, Sn:1, O:3",4.103,,,
Systematic_Generation,,,KTiO3,,Pnma,,,,4.158,,,,,PERO_001122,,,Perovskite,3.97,,KTiO3,"K:1, Ti:1, O:3",4.035,,,
Systematic_Generation,,,KZrO3,,P4mm,,,,4.078,,,,,PERO_001123,,,Perovskite,4.048,,KZrO3,"K:1, Zr:1, O:3",3.808,,,
Systematic_Generation,,,KHfO3,,R-3c,,,,4.219,,,,,PERO_001124,,,Perovskite,3.708,,KHfO3,"K:1, Hf:1, O:3",4.042,,,
Systematic_Generation,,,KVO3,,R3c,,,,3.942,,,,,PERO_001125,,,Perovskite,3.745,,KVO3,"K:1, V:1, O:3",3.971,,,
Systematic_Generation,,,KNbO3,,P4mm,,,,4.114,,,,,PERO_001126,,,Perovskite,4.117,,KNbO3,"K:1, Nb:1, O:3",3.966,,,
Systematic_Generation,,,KTaO3,,R3c,,,,4.167,,,,,PERO_001127,,,Perovskite,3.87,,KTaO3,"K:1, Ta:1, O:3",3.828,,,
Systematic_Generation,,,KCrO3,,R-3c,,,,4.392,,,,,PERO_001128,,,Perovskite,4.028,,KCrO3,"K:1, Cr:1, O:3",4.127,,,
Systematic_Generation,,,KMoO3,,Pnma,,,,4.165,,,,,PERO_001129,,,Perovskite,3.939,,KMoO3,"K:1, Mo:1, O:3",3.994,,,
Systematic_Generation,,,KWO3,,Pm-3m,,,,4.084,,,,,PERO_001130,,,Perovskite,3.732,,KWO3,"K:1, W:1, O:3",3.797,,,
Systematic_Generation,,,KMnO3,,Pm-3m,,,,4.474,,,,,PERO_001131,,,Perovskite,3.707,,KMnO3,"K:1, Mn:1, O:3",3.877,,,
Systematic_Generation,,,KFeO3,,Pm-3m,,,,4.163,,,,,PERO_001132,,,Perovskite,3.814,,KFeO3,"K:1, Fe:1, O:3",3.705,,,
Systematic_Generation,,,KCoO3,,R3c,,,,4.267,,,,,PERO_001133,,,Perovskite,3.828,,KCoO3,"K:1, Co:1, O:3",3.79,,,
Systematic_Generation,,,KNiO3,,P4mm,,,,4.359,,,,,PERO_001134,,,Perovskite,3.977,,KNiO3,"K:1, Ni:1, O:3",4.1,,,
Systematic_Generation,,,KCuO3,,Pm-3m,,,,3.988,,,,,PERO_001135,,,Perovskite,3.98,,KCuO3,"K:1, Cu:1, O:3",4.095,,,
Systematic_Generation,,,KZnO3,,R3c,,,,4.488,,,,,PERO_001136,,,Perovskite,4.009,,KZnO3,"K:1, Zn:1, O:3",3.841,,,
Systematic_Generation,,,KAlO3,,Pnma,,,,3.924,,,,,PERO_001137,,,Perovskite,3.929,,KAlO3,"K:1, Al:1, O:3",3.735,,,
Systematic_Generation,,,KGaO3,,Pnma,,,,4.237,,,,,PERO_001138,,,Perovskite,3.825,,KGaO3,"K:1, Ga:1, O:3",4.156,,,
Systematic_Generation,,,KInO3,,Pm-3m,,,,4.011,,,,,PERO_001139,,,Perovskite,4.152,,KInO3,"K:1, In:1, O:3",4.092,,,
Systematic_Generation,,,KSnO3,,P4mm,,,,4.16,,,,,PERO_001140,,,Perovskite,4.067,,KSnO3,"K:1, Sn:1, O:3",3.954,,,
Systematic_Generation,,,CaTiO3,,P4mm,,,,4.036,,,,,PERO_001141,,,Perovskite,3.817,,CaTiO3,"Ca:1, Ti:1, O:3",3.79,,,
Systematic_Generation,,,CaZrO3,,R-3c,,,,3.97,,,,,PERO_001142,,,Perovskite,3.739,,CaZrO3,"Ca:1, Zr:1, O:3",4.05,,,
Systematic_Generation,,,CaHfO3,,R3c,,,,3.89,,,,,PERO_001143,,,Perovskite,3.758,,CaHfO3,"Ca:1, Hf:1, O:3",3.891,,,
Systematic_Generation,,,CaVO3,,P4mm,,,,4.352,,,,,PERO_001144,,,Perovskite,3.848,,CaVO3,"Ca:1, V:1, O:3",4.148,,,
Systematic_Generation,,,CaNbO3,,Pnma,,,,4.304,,,,,PERO_001145,,,Perovskite,3.855,,CaNbO3,"Ca:1, Nb:1, O:3",4.14,,,
Systematic_Generation,,,CaTaO3,,R3c,,,,4.389,,,,,PERO_001146,,,Perovskite,3.898,,CaTaO3,"Ca:1, Ta:1, O:3",4.034,,,
Systematic_Generation,,,CaCrO3,,Pnma,,,,3.779,,,,,PERO_001147,,,Perovskite,3.857,,CaCrO3,"Ca:1, Cr:1, O:3",3.738,,,
Systematic_Generation,,,CaMoO3,,Pnma,,,,4.169,,,,,PERO_001148,,,Perovskite,4.14,,CaMoO3,"Ca:1, Mo:1, O:3",4.118,,,
Systematic_Generation,,,CaWO3,,Pm-3m,,,,4.097,,,,,PERO_001149,,,Perovskite,3.748,,CaWO3,"Ca:1, W:1, O:3",4.164,,,
Systematic_Generation,,,CaMnO3,,R-3c,,,,4.237,,,,,PERO_001150,,,Perovskite,3.862,,CaMnO3,"Ca:1, Mn:1, O:3",4.058,,,
Systematic_Generation,,,CaFeO3,,R3c,,,,3.852,,,,,PERO_001151,,,Perovskite,3.76,,CaFeO3,"Ca:1, Fe:1, O:3",3.952,,,
Systematic_Generation,,,CaCoO3,,R-3c,,,,4.445,,,,,PERO_001152,,,Perovskite,4.091,,CaCoO3,"Ca:1, Co:1, O:3",4.017,,,
Systematic_Generation,,,CaNiO3,,Pm-3m,,,,3.793,,,,,PERO_001153,,,Perovskite,4.092,,CaNiO3,"Ca:1, Ni:1, O:3",4.081,,,
Systematic_Generation,,,CaCuO3,,Pm-3m,,,,4.126,,,,,PERO_001154,,,Perovskite,4.18,,CaCuO3,"Ca:1, Cu:1, O:3",3.885,,,
Systematic_Generation,,,CaZnO3,,R3c,,,,4.257,,,,,PERO_001155,,,Perovskite,4.132,,CaZnO3,"Ca:1, Zn:1, O:3",4.129,,,
Systematic_Generation,,,CaAlO3,,R3c,,,,4.069,,,,,PERO_001156,,,Perovskite,4.124,,CaAlO3,"Ca:1, Al:1, O:3",3.732,,,
Systematic_Generation,,,CaGaO3,,R3c,,,,3.8,,,,,PERO_001157,,,Perovskite,4.006,,CaGaO3,"Ca:1, Ga:1, O:3",3.713,,,
Systematic_Generation,,,CaInO3,,Pm-3m,,,,4.087,,,,,PERO_001158,,,Perovskite,4.104,,CaInO3,"Ca:1, In:1, O:3",3.966,,,
Systematic_Generation,,,CaSnO3,,P4mm,,,,4.402,,,,,PERO_001159,,,Perovskite,3.775,,CaSnO3,"Ca:1, Sn:1, O:3",4.097,,,
Systematic_Generation,,,SrTiO3,,P4mm,,,,4.331,,,,,PERO_001160,,,Perovskite,3.726,,SrTiO3,"Sr:1, Ti:1, O:3",4.088,,,
Systematic_Generation,,,SrZrO3,,R3c,,,,3.772,,,,,PERO_001161,,,Perovskite,3.759,,SrZrO3,"Sr:1, Zr:1, O:3",4.146,,,
Systematic_Generation,,,SrHfO3,,Pm-3m,,,,4.363,,,,,PERO_001162,,,Perovskite,3.919,,SrHfO3,"Sr:1, Hf:1, O:3",3.823,,,
Systematic_Generation,,,SrVO3,,P4mm,,,,4.218,,,,,PERO_001163,,,Perovskite,4.186,,SrVO3,"Sr:1, V:1, O:3",3.973,,,
Systematic_Generation,,,SrNbO3,,P4mm,,,,4.133,,,,,PERO_001164,,,Perovskite,4.041,,SrNbO3,"Sr:1, Nb:1, O:3",3.96,,,
Systematic_Generation,,,SrTaO3,,P4mm,,,,4.449,,,,,PERO_001165,,,Perovskite,4.043,,SrTaO3,"Sr:1, Ta:1, O:3",4.182,,,
Systematic_Generation,,,SrCrO3,,R3c,,,,4.361,,,,,PERO_001166,,,Perovskite,3.869,,SrCrO3,"Sr:1, Cr:1, O:3",3.788,,,
Systematic_Generation,,,SrMoO3,,Pm-3m,,,,4.175,,,,,PERO_001167,,,Perovskite,3.758,,SrMoO3,"Sr:1, Mo:1, O:3",4.137,,,
Systematic_Generation,,,SrWO3,,Pm-3m,,,,3.743,,,,,PERO_001168,,,Perovskite,4.0,,SrWO3,"Sr:1, W:1, O:3",3.771,,,
Systematic_Generation,,,SrMnO3,,P4mm,,,,4.149,,,,,PERO_001169,,,Perovskite,4.05,,SrMnO3,"Sr:1, Mn:1, O:3",3.828,,,
Systematic_Generation,,,SrFeO3,,P4mm,,,,4.386,,,,,PERO_001170,,,Perovskite,3.819,,SrFeO3,"Sr:1, Fe:1, O:3",3.938,,,
Systematic_Generation,,,SrCoO3,,P4mm,,,,3.991,,,,,PERO_001171,,,Perovskite,4.094,,SrCoO3,"Sr:1, Co:1, O:3",4.122,,,
Systematic_Generation,,,SrNiO3,,P4mm,,,,4.405,,,,,PERO_001172,,,Perovskite,4.019,,SrNiO3,"Sr:1, Ni:1, O:3",3.909,,,
Systematic_Generation,,,SrCuO3,,Pnma,,,,3.843,,,,,PERO_001173,,,Perovskite,3.711,,SrCuO3,"Sr:1, Cu:1, O:3",4.039,,,
Systematic_Generation,,,SrZnO3,,Pm-3m,,,,4.157,,,,,PERO_001174,,,Perovskite,4.108,,SrZnO3,"Sr:1, Zn:1, O:3",3.893,,,
Systematic_Generation,,,SrAlO3,,Pnma,,,,3.73,,,,,PERO_001175,,,Perovskite,3.818,,SrAlO3,"Sr:1, Al:1, O:3",3.997,,,
Systematic_Generation,,,SrGaO3,,Pm-3m,,,,4.059,,,,,PERO_001176,,,Perovskite,3.825,,SrGaO3,"Sr:1, Ga:1, O:3",4.086,,,
Systematic_Generation,,,SrInO3,,R3c,,,,4.181,,,,,PERO_001177,,,Perovskite,3.901,,SrInO3,"Sr:1, In:1, O:3",4.16,,,
Systematic_Generation,,,SrSnO3,,R-3c,,,,3.843,,,,,PERO_001178,,,Perovskite,3.774,,SrSnO3,"Sr:1, Sn:1, O:3",3.755,,,
Systematic_Generation,,,BaTiO3,,Pm-3m,,,,3.889,,,,,PERO_001179,,,Perovskite,3.716,,BaTiO3,"Ba:1, Ti:1, O:3",3.947,,,
Systematic_Generation,,,BaZrO3,,P4mm,,,,4.043,,,,,PERO_001180,,,Perovskite,4.037,,BaZrO3,"Ba:1, Zr:1, O:3",3.803,,,
Systematic_Generation,,,BaHfO3,,P4mm,,,,3.918,,,,,PERO_001181,,,Perovskite,3.996,,BaHfO3,"Ba:1, Hf:1, O:3",3.701,,,
Systematic_Generation,,,BaVO3,,R-3c,,,,4.143,,,,,PERO_001182,,,Perovskite,3.885,,BaVO3,"Ba:1, V:1, O:3",4.031,,,
Systematic_Generation,,,BaNbO3,,R-3c,,,,3.844,,,,,PERO_001183,,,Perovskite,3.966,,BaNbO3,"Ba:1, Nb:1, O:3",3.9,,,
Systematic_Generation,,,BaTaO3,,Pm-3m,,,,4.254,,,,,PERO_001184,,,Perovskite,4.089,,BaTaO3,"Ba:1, Ta:1, O:3",4.084,,,
Systematic_Generation,,,BaCrO3,,Pnma,,,,3.875,,,,,PERO_001185,,,Perovskite,4.063,,BaCrO3,"Ba:1, Cr:1, O:3",3.946,,,
Systematic_Generation,,,BaMoO3,,P4mm,,,,4.148,,,,,PERO_001186,,,Perovskite,4.157,,BaMoO3,"Ba:1, Mo:1, O:3",4.171,,,
Systematic_Generation,,,BaWO3,,Pm-3m,,,,3.752,,,,,PERO_001187,,,Perovskite,4.129,,BaWO3,"Ba:1, W:1, O:3",4.021,,,
Systematic_Generation,,,BaMnO3,,P4mm,,,,4.418,,,,,PERO_001188,,,Perovskite,3.708,,BaMnO3,"Ba:1, Mn:1, O:3",3.76,,,
Systematic_Generation,,,BaFeO3,,Pnma,,,,4.25,,,,,PERO_001189,,,Perovskite,4.071,,BaFeO3,"Ba:1, Fe:1, O:3",3.887,,,
Systematic_Generation,,,BaCoO3,,Pm-3m,,,,3.923,,,,,PERO_001190,,,Perovskite,3.964,,BaCoO3,"Ba:1, Co:1, O:3",4.194,,,
Systematic_Generation,,,BaNiO3,,Pnma,,,,4.05,,,,,PERO_001191,,,Perovskite,3.963,,BaNiO3,"Ba:1, Ni:1, O:3",3.879,,,
Systematic_Generation,,,BaCuO3,,P4mm,,,,3.838,,,,,PERO_001192,,,Perovskite,4.166,,BaCuO3,"Ba:1, Cu:1, O:3",4.122,,,
Systematic_Generation,,,BaZnO3,,Pm-3m,,,,4.23,,,,,PERO_001193,,,Perovskite,3.909,,BaZnO3,"Ba:1, Zn:1, O:3",4.092,,,
Systematic_Generation,,,BaAlO3,,Pm-3m,,,,3.814,,,,,PERO_001194,,,Perovskite,3.938,,BaAlO3,"Ba:1, Al:1, O:3",4.02,,,
Systematic_Generation,,,BaGaO3,,Pm-3m,,,,4.309,,,,,PERO_001195,,,Perovskite,3.988,,BaGaO3,"Ba:1, Ga:1, O:3",4.172,,,
Systematic_Generation,,,BaInO3,,Pnma,,,,4.136,,,,,PERO_001196,,,Perovskite,3.972,,BaInO3,"Ba:1, In:1, O:3",3.814,,,
Systematic_Generation,,,BaSnO3,,R-3c,,,,4.152,,,,,PERO_001197,,,Perovskite,3.771,,BaSnO3,"Ba:1, Sn:1, O:3",3.911,,,
Systematic_Generation,,,PbTiO3,,Pm-3m,,,,4.327,,,,,PERO_001198,,,Perovskite,3.722,,PbTiO3,"Pb:1, Ti:1, O:3",3.843,,,
Systematic_Generation,,,PbZrO3,,Pm-3m,,,,4.242,,,,,PERO_001199,,,Perovskite,3.716,,PbZrO3,"Pb:1, Zr:1, O:3",4.128,,,
Systematic_Generation,,,PbHfO3,,Pnma,,,,4.346,,,,,PERO_001200,,,Perovskite,4.162,,PbHfO3,"Pb:1, Hf:1, O:3",4.179,,,
Systematic_Generation,,,PbVO3,,R3c,,,,3.857,,,,,PERO_001201,,,Perovskite,3.97,,PbVO3,"Pb:1, V:1, O:3",3.974,,,
Systematic_Generation,,,PbNbO3,,R3c,,,,3.983,,,,,PERO_001202,,,Perovskite,4.093,,PbNbO3,"Pb:1, Nb:1, O:3",4.172,,,
Systematic_Generation,,,PbTaO3,,Pm-3m,,,,4.065,,,,,PERO_001203,,,Perovskite,3.725,,PbTaO3,"Pb:1, Ta:1, O:3",3.762,,,
Systematic_Generation,,,PbCrO3,,R-3c,,,,3.851,,,,,PERO_001204,,,Perovskite,3.786,,PbCrO3,"Pb:1, Cr:1, O:3",4.123,,,
Systematic_Generation,,,PbMoO3,,P4mm,,,,3.947,,,,,PERO_001205,,,Perovskite,4.16,,PbMoO3,"Pb:1, Mo:1, O:3",3.718,,,
Systematic_Generation,,,PbWO3,,Pnma,,,,4.244,,,,,PERO_001206,,,Perovskite,4.09,,PbWO3,"Pb:1, W:1, O:3",4.168,,,
Systematic_Generation,,,PbMnO3,,Pnma,,,,3.719,,,,,PERO_001207,,,Perovskite,3.783,,PbMnO3,"Pb:1, Mn:1, O:3",3.799,,,
Systematic_Generation,,,PbFeO3,,Pnma,,,,3.861,,,,,PERO_001208,,,Perovskite,3.837,,PbFeO3,"Pb:1, Fe:1, O:3",3.759,,,
Systematic_Generation,,,PbCoO3,,Pnma,,,,4.318,,,,,PERO_001209,,,Perovskite,4.123,,PbCoO3,"Pb:1, Co:1, O:3",3.908,,,
Systematic_Generation,,,PbNiO3,,P4mm,,,,4.253,,,,,PERO_001210,,,Perovskite,3.984,,PbNiO3,"Pb:1, Ni:1, O:3",3.733,,,
Systematic_Generation,,,PbCuO3,,R3c,,,,3.701,,,,,PERO_001211,,,Perovskite,4.116,,PbCuO3,"Pb:1, Cu:1, O:3",3.865,,,
Systematic_Generation,,,PbZnO3,,Pm-3m,,,,3.897,,,,,PERO_001212,,,Perovskite,4.04,,PbZnO3,"Pb:1, Zn:1, O:3",3.854,,,
Systematic_Generation,,,PbAlO3,,R3c,,,,4.136,,,,,PERO_001213,,,Perovskite,3.86,,PbAlO3,"Pb:1, Al:1, O:3",3.764,,,
Systematic_Generation,,,PbGaO3,,R3c,,,,4.301,,,,,PERO_001214,,,Perovskite,3.94,,PbGaO3,"Pb:1, Ga:1, O:3",3.867,,,
Systematic_Generation,,,PbInO3,,Pnma,,,,4.148,,,,,PERO_001215,,,Perovskite,3.952,,PbInO3,"Pb:1, In:1, O:3",3.937,,,
Systematic_Generation,,,PbSnO3,,R-3c,,,,4.354,,,,,PERO_001216,,,Perovskite,3.948,,PbSnO3,"Pb:1, Sn:1, O:3",3.98,,,
Systematic_Generation,,,LaTiO3,,Pnma,,,,4.307,,,,,PERO_001217,,,Perovskite,3.709,,LaTiO3,"La:1, Ti:1, O:3",4.032,,,
Systematic_Generation,,,LaZrO3,,P4mm,,,,4.457,,,,,PERO_001218,,,Perovskite,3.95,,LaZrO3,"La:1, Zr:1, O:3",3.839,,,
